7.7411 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x15823E10>, name='window1', pos=[0, 0], screen=0, size=array([1280, 1024]), stereo=False, units='pix', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.7411 	EXP 	window1: recordFrameIntervals = False
7.9065 	EXP 	window1: recordFrameIntervals = True
8.0901 	EXP 	window1: recordFrameIntervals = False
8.3880 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=25, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units='pix', win=Window(...), wrapWidth=500)
8.3911 	EXP 	Created imageBekannt = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='imageBekannt', opacity=1.0, ori=0.0, pos=array([   0.,  120.]), size=array([ 300.,  300.]), texRes=128, units='pix', win=Window(...))
8.4220 	EXP 	Created ratingBekannt = RatingScale(acceptKeys=[], acceptPreText=UNKNOWN, acceptSize=UNKNOWN, acceptText=UNKNOWN, autoLog=True, choices=[u'1.ja', u'2.nein'], depth=0, disappear=False, flipVert=False, high=1, kwargs=UNKNOWN, labels=list(...), leftKeys=['left'], lineColor='White', low=0, marker=TextStim(...), markerColor='darkorange', markerExpansion=UNKNOWN, markerStart=None, maxTime=0.0, minTime=0.4, mouseOnly=True, name='ratingBekannt', noMouse=False, pos=[0.0, -0.390625], precision=1, respKeys=[], rightKeys=['right'], scale='<default>', self=UNKNOWN, showAccept=False, showValue=True, singleClick=True, size=0.48, skipKeys=[], stretch=1.0, textColor='LightGray', textFont='Helvetica Bold', textSize=0.14400000000000002, tickHeight=-1, tickMarks=1.0, win=Window(...))
8.4304 	EXP 	Created text_6 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=50, italic=False, name='text_6', opacity=1.0, ori=0, pos=array([   0., -100.]), rgb=array([ 255.,  255.,  255.]), text=u'Bekannt?', units='pix', win=Window(...), wrapWidth=500)
8.4322 	EXP 	Created image_3 = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_3', opacity=1.0, ori=0.0, pos=array([   0.,  120.]), size=array([ 300.,  300.]), texRes=128, units='pix', win=Window(...))
8.4572 	EXP 	Created ratingK1 = RatingScale(acceptKeys=[], acceptPreText=UNKNOWN, acceptSize=UNKNOWN, acceptText=UNKNOWN, autoLog=True, choices=[u' ', u'1. SchauspielerIn', u' '], depth=0, disappear=False, flipVert=False, high=2, kwargs=UNKNOWN, labels=list(...), leftKeys=['left'], lineColor='White', low=0, marker=TextStim(...), markerColor='darkorange', markerExpansion=UNKNOWN, markerStart=None, maxTime=0.0, minTime=0.4, mouseOnly=True, name='ratingK1', noMouse=False, pos=[0.0, -0.390625], precision=1, respKeys=[], rightKeys=['right'], scale='<default>', self=UNKNOWN, showAccept=False, showValue=True, singleClick=True, size=0.36, skipKeys=[], stretch=1.0, textColor='LightGray', textFont='Helvetica Bold', textSize=0.10800000000000001, tickHeight=-1, tickMarks=2.0, win=Window(...))
8.4740 	EXP 	Created ratingK2 = RatingScale(acceptKeys=[], acceptPreText=UNKNOWN, acceptSize=UNKNOWN, acceptText=UNKNOWN, autoLog=True, choices=[u'2. MusikerIn', u'3. ModeratorIn'], depth=0, disappear=False, flipVert=False, high=1, kwargs=UNKNOWN, labels=list(...), leftKeys=['left'], lineColor='White', low=0, marker=TextStim(...), markerColor='darkorange', markerExpansion=UNKNOWN, markerStart=None, maxTime=0.0, minTime=0.4, mouseOnly=True, name='ratingK2', noMouse=False, pos=[0.0, -0.5859375], precision=1, respKeys=[], rightKeys=['right'], scale='<default>', self=UNKNOWN, showAccept=False, showValue=True, singleClick=True, size=0.36, skipKeys=[], stretch=1.0, textColor='LightGray', textFont='Helvetica Bold', textSize=0.10800000000000001, tickHeight=-1, tickMarks=1.0, win=Window(...))
8.4896 	EXP 	Created ratingK3 = RatingScale(acceptKeys=[], acceptPreText=UNKNOWN, acceptSize=UNKNOWN, acceptText=UNKNOWN, autoLog=True, choices=[u'4. PolitikerIn', u'5. SportlerIn'], depth=0, disappear=False, flipVert=False, high=1, kwargs=UNKNOWN, labels=list(...), leftKeys=['left'], lineColor='White', low=0, marker=TextStim(...), markerColor='darkorange', markerExpansion=UNKNOWN, markerStart=None, maxTime=0.0, minTime=0.4, mouseOnly=True, name='ratingK3', noMouse=False, pos=[0.0, -0.78125], precision=1, respKeys=[], rightKeys=['right'], scale='<default>', self=UNKNOWN, showAccept=False, showValue=True, singleClick=True, size=0.36, skipKeys=[], stretch=1.0, textColor='LightGray', textFont='Helvetica Bold', textSize=0.10800000000000001, tickHeight=-1, tickMarks=1.0, win=Window(...))
8.4966 	EXP 	Created text_4 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'white', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=50, italic=False, name='text_4', opacity=1.0, ori=0, pos=array([   0., -100.]), rgb=array([ 255.,  255.,  255.]), text=u'Beruf/Kontext?', units='pix', win=Window(...), wrapWidth=500)
8.5017 	EXP 	Created text_5 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=50, italic=False, name='text_5', opacity=1.0, ori=0, pos=array([-200., -200.]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units='pix', win=Window(...), wrapWidth=500)
8.5042 	EXP 	Created image_2 = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1.0, ori=0.0, pos=array([   0.,  120.]), size=array([ 300.,  300.]), texRes=128, units='pix', win=Window(...))
8.5153 	EXP 	Created text_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font=u'Arial', fontFiles=[], height=50, italic=False, name='text_2', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units='pix', win=Window(...), wrapWidth=500)
8.5155 	EXP 	window1: recordFrameIntervals = False
8.6584 	EXP 	text: wrapWidth = 1000
8.6584 	EXP 	ratingBekannt: flipVert = False
8.6584 	EXP 	ratingBekannt: autoLog = True
8.6584 	EXP 	ratingK1: flipVert = False
8.6584 	EXP 	ratingK1: autoLog = True
8.6584 	EXP 	ratingK2: flipVert = False
8.6584 	EXP 	ratingK2: autoLog = True
8.6584 	EXP 	ratingK3: flipVert = False
8.6584 	EXP 	ratingK3: autoLog = True
8.6584 	EXP 	text: autoDraw = True
8.6584 	EXP 	text: text = u'Vielen Dank f\xfcr Ihre Teilnahme an dieser Studie.\n\nIm Folgenden werden Ihnen Gesichter von verschiedenen ber\xfchmten Pers\xf6nlichkeiten gezeigt. Diese sind auf verschiedene Art verfremdet worden. Bitte beantworten Sie die angegebenen Fragen zu jeder Person gr\xfcndlich, aber z\xfcgig.\n\nSie werden zu jedem Bild gefragt werden, ob Sie die Person an sich, Ihren Beruf und Ihren Namen kennen. Um Ihre Antwort einzugeben, klicken Sie bitte die passende Option entweder mit der Maus an oder dr\xfccken die entsprechende Nummer Ihrer Antwort auf der Tastatur. Den Namen einer Person tippen Sie bitte mit Hilfe der Tastatur ein.\n\nFalls Sie die Frage nach dem Beruf einer Person nicht beantworten k\xf6nnen, w\xe4hlen Sie bitte den Beruf aus, der Ihnen am wahrscheinlichsten erscheint, und machen weiter. Wenn Sie den Namen einer Person nicht kennen, k\xf6nnen Sie z.B. auch den Namen ihres Charakters in einer Fernsehserie/einem Film, in dem sie mitgespielt hat, nennen. Falls Sie \xfcber keinerlei Information zu dem Namen einer Person verf\xfcgen, k\xf6nnen Sie das Feld leer lassen und ENTER dr\xfccken, um zum n\xe4chsten Bild zu gelangen.\n\nBitte beachten Sie, dass die gleiche Person mehrfach in dem Experiment vorkommen kann.\n\nBei Fragen zum Experiment wenden Sie sich bitte jetzt an Ihre/n Versuchsleiter/in. Falls Sie nach der Studie noch offene Fragen haben, kontaktieren Sie bitte a.garlichs@uni-bielefeld.de.\n\nUm mit dem Experiment zu beginnen, dr\xfccken Sie bitte die LEERTASTE.'
8.6586 	EXP 	window1: recordFrameIntervals = False
24.5168 	DATA 	Keypress: space
24.5212 	EXP 	Imported smooList.csv as conditions, 72 conditions, 2 params
24.5221 	EXP 	Created sequence: random, trialTypes=72, nReps=1, seed=None
24.5226 	EXP 	New trial (rep=0, index=0): {'num': 50, 'pic': u'./img/smoo15_OmarEpps(DrEricForeman)2_2.png'}
24.5417 	EXP 	RatingScale ratingBekannt: reset()
24.5662 	EXP 	text: autoDraw = False
24.5662 	EXP 	imageBekannt: image = u'./img/smoo15_OmarEpps(DrEricForeman)2_2.png'
24.5662 	EXP 	imageBekannt: autoDraw = True
24.5662 	EXP 	ratingBekannt: autoDraw = True
24.5662 	EXP 	text_6: autoDraw = True
37.1448 	DATA 	Mouse: Left button down, pos=(497,302)
37.1462 	DATA 	RatingScale ratingBekannt: (mouse single-click) rating=1.ja
37.1462 	DATA 	RatingScale ratingBekannt: rating RT=12.604
37.1463 	DATA 	RatingScale ratingBekannt: history=[(None, 0.0), (u'1.ja', 12.604)]
37.1762 	EXP 	RatingScale ratingK1: reset()
37.1763 	EXP 	RatingScale ratingK2: reset()
37.1763 	EXP 	RatingScale ratingK3: reset()
37.2112 	EXP 	imageBekannt: autoDraw = False
37.2112 	EXP 	ratingBekannt: autoDraw = False
37.2112 	EXP 	text_6: autoDraw = False
37.2112 	EXP 	image_3: image = u'./img/smoo15_OmarEpps(DrEricForeman)2_2.png'
37.2112 	EXP 	image_3: autoDraw = True
37.2112 	EXP 	ratingK1: autoDraw = True
37.2112 	EXP 	ratingK2: autoDraw = True
37.2112 	EXP 	ratingK3: autoDraw = True
37.2112 	EXP 	text_4: autoDraw = True
37.2281 	DATA 	Mouse:  Left button up, pos=(498,302)
38.1945 	DATA 	Mouse: Left button down, pos=(635,315)
38.1961 	DATA 	RatingScale ratingK1: (mouse single-click) rating=act
38.1961 	DATA 	RatingScale ratingK1: rating RT=1.019
38.1962 	DATA 	RatingScale ratingK1: history=[(None, 0.0), ('dummy', 0.002), ('act', 0.519), ('act', 1.019)]
38.2607 	EXP 	image_3: autoDraw = False
38.2607 	EXP 	ratingK1: autoDraw = False
38.2607 	EXP 	ratingK2: autoDraw = False
38.2607 	EXP 	ratingK3: autoDraw = False
38.2607 	EXP 	text_4: autoDraw = False
38.2607 	EXP 	text_5: alignHoriz = 'left'
38.2607 	EXP 	image_2: image = u'./img/smoo15_OmarEpps(DrEricForeman)2_2.png'
38.2607 	EXP 	text_5: autoDraw = True
38.2607 	EXP 	image_2: autoDraw = True
38.2775 	DATA 	Mouse:  Left button up, pos=(635,315)
39.0442 	DATA 	Keypress: lshift
39.2108 	DATA 	Keypress: d
39.4439 	DATA 	Keypress: r
40.1937 	DATA 	Keypress: space
40.3602 	DATA 	Keypress: lshift
40.4936 	DATA 	Keypress: h
41.9264 	DATA 	Keypress: a
42.4260 	DATA 	Keypress: u
42.7759 	DATA 	Keypress: s
43.1758 	DATA 	Keypress: return
43.1936 	EXP 	New trial (rep=0, index=1): {'num': 46, 'pic': u'./img/smoo15_NeilPatrickHarris(Barney)1_1.png'}
43.2071 	EXP 	RatingScale ratingBekannt: reset()
43.2254 	EXP 	text_5: autoDraw = False
43.2254 	EXP 	image_2: autoDraw = False
43.2254 	EXP 	imageBekannt: image = u'./img/smoo15_NeilPatrickHarris(Barney)1_1.png'
43.2254 	EXP 	imageBekannt: autoDraw = True
43.2254 	EXP 	ratingBekannt: autoDraw = True
43.2254 	EXP 	text_6: autoDraw = True
44.7086 	DATA 	Mouse: Left button down, pos=(506,306)
44.7101 	DATA 	RatingScale ratingBekannt: (mouse single-click) rating=1.ja
44.7102 	DATA 	RatingScale ratingBekannt: rating RT=1.502
44.7102 	DATA 	RatingScale ratingBekannt: history=[(None, 0.0), (u'1.ja', 1.502)]
44.7356 	EXP 	RatingScale ratingK1: reset()
44.7357 	EXP 	RatingScale ratingK2: reset()
44.7357 	EXP 	RatingScale ratingK3: reset()
44.7582 	EXP 	imageBekannt: autoDraw = False
44.7582 	EXP 	ratingBekannt: autoDraw = False
44.7582 	EXP 	text_6: autoDraw = False
44.7582 	EXP 	image_3: image = u'./img/smoo15_NeilPatrickHarris(Barney)1_1.png'
44.7582 	EXP 	image_3: autoDraw = True
44.7582 	EXP 	ratingK1: autoDraw = True
44.7582 	EXP 	ratingK2: autoDraw = True
44.7582 	EXP 	ratingK3: autoDraw = True
44.7582 	EXP 	text_4: autoDraw = True
44.7917 	DATA 	Mouse:  Left button up, pos=(506,306)
45.3749 	DATA 	Mouse: Left button down, pos=(618,306)
45.3766 	DATA 	RatingScale ratingK1: (mouse single-click) rating=act
45.3767 	DATA 	RatingScale ratingK1: rating RT=0.640
45.3767 	DATA 	RatingScale ratingK1: history=[(None, 0.0), ('dummy', 0.001), ('act', 0.34), ('act', 0.64)]
45.4246 	EXP 	image_3: autoDraw = False
45.4246 	EXP 	ratingK1: autoDraw = False
45.4246 	EXP 	ratingK2: autoDraw = False
45.4246 	EXP 	ratingK3: autoDraw = False
45.4246 	EXP 	text_4: autoDraw = False
45.4246 	EXP 	text_5: alignHoriz = 'left'
45.4246 	EXP 	image_2: image = u'./img/smoo15_NeilPatrickHarris(Barney)1_1.png'
45.4246 	EXP 	text_5: autoDraw = True
45.4246 	EXP 	image_2: autoDraw = True
